rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,numSeats,numCands
17,17,17,17,17,17,17,1,17,17,17,17,17,17,2,17,17,,
13,14,8,9,7,10,11,1,5,4,12,2,6,4,3,15,4,,
14,10,13,10,10,16,10,3,8,5,15,1,8,10,1,16,1,,
17,17,3,6,17,17,17,2,17,4,17,5,7,8,1,17,17,,
13,8,7,4,11,2,15,3,5,6,14,17,10,12,1,16,9,,
12,15,7,8,6,13,14,1,4,3,11,17,5,10,2,16,9,,
16,9,12,8,7,4,17,2,10,3,13,6,14,5,1,15,11,,
14,11,6,3,15,12,13,1,4,5,16,7,9,8,2,17,10,,
17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17,,
17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,17,17,,
17,17,2,17,10,17,17,3,8,9,6,17,17,7,1,4,5,,
17,4,5,7,12,15,17,1,12,3,11,6,13,8,2,14,9,,
11,11,7,11,11,11,12,1,8,3,11,6,4,5,2,9,10,,
17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,17,,
17,7,4,9,17,8,17,2,17,3,17,5,17,6,1,17,17,,
17,17,17,17,17,17,3,2,17,17,17,17,17,17,1,17,17,,
17,17,2,17,17,17,17,1,17,5,17,17,6,4,3,17,17,,
17,7,8,9,11,12,15,2,10,3,13,4,16,5,1,14,6,,
16,13,5,8,16,17,14,3,4,3,17,2,6,10,1,7,8,,
17,17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,,
11,5,6,4,10,6,11,2,10,3,12,5,10,5,1,10,7,,
17,17,1,17,17,17,17,5,17,4,17,2,17,17,3,17,17,,
17,12,12,3,12,15,16,1,9,7,17,7,14,8,2,4,11,,
17,13,7,4,15,12,10,5,9,2,16,6,14,8,1,11,3,,
17,3,7,8,11,17,13,2,10,4,12,6,17,5,1,17,9,,
10,9,12,5,14,4,17,3,14,2,7,6,10,8,1,14,11,,
14,3,11,5,15,8,17,6,12,1,7,4,9,10,2,16,13,,
17,4,4,5,16,17,7,1,17,2,17,3,17,17,17,17,17,,
17,17,1,17,17,17,17,17,17,17,17,17,17,17,2,17,17,,
17,17,17,5,17,5,17,1,17,4,17,3,5,4,1,17,4,,
10,6,8,7,9,10,10,1,8,4,7,3,9,5,2,9,5,,
16,5,3,7,17,15,13,1,9,11,8,4,12,6,2,14,10,,
17,17,4,2,17,17,17,1,17,5,17,17,17,17,6,17,17,,
17,17,17,17,17,17,17,1,17,17,17,3,17,17,17,17,17,,
17,17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,,
14,7,9,4,15,6,16,1,10,3,13,11,12,5,2,17,8,,
17,13,4,9,11,8,15,1,7,6,13,5,9,11,3,16,2,,
17,1,17,4,17,17,17,1,17,17,17,5,17,10,1,17,17,,
17,17,17,17,17,17,17,2,17,17,17,17,1,17,17,17,17,,
17,17,17,1,17,17,17,17,17,17,17,17,17,17,17,17,15,,
17,17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,,
14,3,10,16,8,13,11,6,17,5,15,12,7,2,1,9,4,,
17,17,2,17,13,17,17,14,15,4,17,17,1,16,3,17,17,,
17,4,6,7,17,8,17,2,10,1,17,5,17,17,3,11,9,,
17,4,3,17,17,17,17,17,17,1,17,17,17,2,17,17,17,,
17,17,6,3,17,5,17,1,17,17,17,17,17,17,2,17,4,,
17,17,7,17,17,17,17,1,17,4,17,3,17,6,2,17,4,,
11,5,16,9,6,17,10,2,15,14,7,4,13,8,1,12,3,,
3,8,12,15,2,10,4,16,17,17,7,14,1,11,6,17,17,,
17,17,17,17,7,17,17,5,3,2,17,8,17,17,1,4,6,,
17,4,8,5,11,16,12,2,13,3,10,7,6,9,1,14,15,,
Skipped,9,3,10,8,Skipped,17,1,Skipped,5,15,Skipped,16,4,2,Skipped,7,,
17,3,8,4,17,2,17,1,13,6,10,11,12,7,9,17,5,,
17,17,4,6,17,9,10,5,8,1,17,7,17,3,2,17,17,,
17,17,6,10,8,9,17,4,7,12,5,2,13,11,3,17,1,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,1,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,,
17,3,11,4,13,4,16,2,9,5,15,10,12,7,1,14,8,,
17,17,17,17,17,17,17,2,17,17,17,17,17,1,3,17,17,,
17,4,17,5,17,17,17,2,9,3,17,7,17,6,1,17,8,,
17,16,8,4,9,10,11,1,14,5,13,7,12,2,3,15,6,,
17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17,,
17,5,10,4,13,8,16,1,11,6,14,12,3,9,2,15,7,,
5,14,9,7,15,10,12,2,8,4,16,17,13,6,1,11,3,,
17,17,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
9,12,7,3,15,2,16,4,17,5,8,6,7,11,1,14,10,,
17,17,8,4,17,5,17,2,9,16,12,2,6,3,1,17,8,,
17,17,17,5,17,1,17,2,3,4,17,17,17,17,1,17,17,,
17,17,17,17,17,17,2,15,17,1,17,4,17,17,17,3,17,,
17,17,5,1,17,17,6,2,17,5,17,17,17,17,3,17,7,,
10,6,8,7,13,4,15,2,9,5,17,3,11,14,1,12,10,,
17,17,17,17,17,17,17,17,17,17,17,17,17,2,1,17,17,,
17,13,11,4,16,10,14,2,7,3,15,5,12,6,1,8,9,,
10,6,17,17,8,17,17,4,17,3,1,9,17,5,2,17,7,,
16,9,10,4,15,14,12,2,8,3,17,5,11,6,1,13,7,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,17,17,17,17,17,17,3,17,17,17,2,17,17,1,17,17,,
17,7,4,5,10,8,14,1,12,9,15,6,13,3,2,16,11,,
17,1,17,2,2,17,16,17,17,17,17,3,17,3,4,17,17,,
17,17,17,8,7,17,9,2,17,17,10,17,6,5,1,17,4,,
17,15,5,17,17,17,16,1,17,17,17,17,16,4,2,17,8,,
12,14,11,7,16,13,15,2,8,5,17,3,10,4,1,9,6,,
10,10,10,10,10,10,10,17,10,10,10,1,17,10,17,10,10,,
17,17,17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,,
17,4,17,8,17,5,17,1,17,17,17,3,7,6,2,17,9,,
16,3,4,7,8,13,17,10,11,2,9,12,14,5,1,15,6,,
15,8,7,4,11,13,16,2,10,3,9,14,6,5,1,17,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,4,Skipped,Skipped,3,5,Skipped,Skipped,1,,
17,17,17,4,17,17,17,1,17,1,17,17,17,3,2,17,17,,
17,1,17,17,17,17,17,3,17,5,2,4,6,17,7,17,17,,
17,10,4,5,7,16,15,1,11,2,14,7,12,5,3,13,9,,
17,17,17,17,17,17,17,2,17,1,17,17,17,17,3,17,17,,
14,9,8,5,15,6,17,2,10,4,12,3,13,7,1,16,11,,
4,5,11,14,16,1,13,4,9,8,12,4,7,15,10,6,17,,
17,3,12,7,17,9,14,2,15,6,13,4,11,5,1,8,9,,
17,5,8,6,10,17,17,1,7,2,9,4,17,6,3,17,17,,
17,17,17,5,13,17,17,3,17,3,17,17,17,6,1,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17,,
17,17,17,1,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,11,5,8,13,9,16,2,4,3,15,6,12,10,1,14,7,,
17,17,17,2,17,17,17,1,17,17,17,17,17,17,17,17,17,,
17,9,5,3,17,17,17,1,8,4,17,17,6,7,2,17,17,,
17,17,4,17,17,17,17,1,17,3,17,17,17,17,2,17,17,,
13,16,8,3,6,5,7,1,2,15,17,12,14,11,4,9,10,,
17,17,17,17,17,17,17,1,17,17,17,17,17,17,2,17,17,,
17,17,17,17,17,17,17,2,17,3,17,4,17,17,1,17,17,,
17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,17,,
17,17,17,17,5,17,7,17,1,17,17,17,17,2,7,17,11,,
17,5,6,4,15,13,16,2,12,17,15,8,11,7,1,14,10,,
14,16,5,8,7,17,9,4,11,1,10,15,12,2,3,13,6,,
Skipped,Skipped,8,5,Skipped,6,Skipped,3,Skipped,2,Skipped,Skipped,4,7,1,Skipped,Skipped,,
16,12,10,11,9,13,17,2,14,1,15,4,6,5,3,8,7,,
17,17,17,17,17,17,17,17,17,17,17,17,5,17,17,17,17,,
Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,1,Skipped,2,Skipped,4,Skipped,Skipped,3,Skipped,Skipped,,
17,6,8,7,11,13,14,1,10,2,12,4,15,5,3,16,9,,
14,4,10,8,17,7,15,1,11,4,13,6,16,3,2,11,8,,
17,17,17,1,17,17,17,2,17,17,17,17,17,17,3,17,17,,
17,17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,,
Skipped,Skipped,Skipped,Skipped,8,2,Skipped,7,Skipped,5,Skipped,3,6,1,4,Skipped,Skipped,,
16,2,8,15,6,11,14,1,10,3,5,17,7,9,4,12,13,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,,
9,17,6,8,10,17,17,4,17,2,17,12,17,1,3,5,7,,
17,17,6,3,17,7,17,5,17,4,17,2,17,8,1,17,17,,
7,14,13,12,6,11,2,10,8,17,4,3,1,16,15,5,9,,
12,17,9,10,14,5,11,2,4,3,16,6,15,7,1,8,13,,
17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,17,,
2,2,2,2,2,2,2,2,15,2,2,1,16,14,17,2,2,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
13,17,5,4,9,3,16,6,11,7,15,10,2,8,1,12,14,,
17,6,17,17,17,7,17,1,17,5,17,17,17,3,1,17,4,,
14,3,11,6,15,4,16,1,9,7,12,10,8,5,2,17,13,,
Skipped,4,7,Skipped,Skipped,3,Skipped,2,Skipped,9,Skipped,6,5,8,1,Skipped,Skipped,,
8,1,10,8,17,11,16,3,11,4,13,6,13,4,1,13,7,,
17,17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,,
15,17,7,8,2,11,9,5,13,14,3,17,10,1,12,17,6,,
17,7,17,6,17,4,17,2,10,3,17,17,17,5,1,9,8,,
15,17,8,5,3,17,2,1,11,14,7,16,12,6,9,12,4,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,,
17,17,1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
9,5,8,12,4,16,11,17,1,3,10,14,6,7,2,13,15,,
17,17,1,3,16,17,17,2,17,17,17,17,17,4,2,17,11,,
13,6,9,11,2,4,12,16,3,15,8,14,5,17,1,7,10,,
17,9,17,17,8,17,17,2,6,3,17,4,7,5,1,17,10,,
17,17,17,17,17,17,17,4,17,3,17,2,17,17,1,17,17,,
17,2,17,17,17,17,17,1,17,17,17,17,17,17,17,17,17,,
4,12,7,2,8,12,9,1,13,3,13,11,10,5,7,8,6,,
11,5,7,7,8,7,10,3,13,2,12,4,12,6,1,14,9,,
16,10,9,4,8,13,17,1,10,3,12,5,7,5,2,13,15,,
16,9,10,7,15,17,14,1,11,3,5,4,8,6,2,12,13,,
17,17,17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,,
17,17,17,17,17,1,17,9,17,17,2,17,17,17,17,17,17,,
17,17,7,6,17,5,17,1,17,3,17,7,9,3,1,17,17,,
14,9,8,4,13,14,17,1,3,5,17,7,13,10,2,5,14,,
13,17,Skipped,5,Skipped,1,Skipped,4,7,9,14,3,11,5,2,15,8,,
10,9,8,8,11,3,17,6,7,6,17,2,5,17,1,17,4,,
17,17,17,17,17,17,17,17,2,17,1,17,3,17,17,17,17,,
14,4,8,5,15,12,17,2,13,9,11,7,10,3,1,16,6,,
17,17,17,17,1,17,17,17,17,17,17,17,17,17,17,17,17,,
13,16,4,6,2,8,15,9,12,10,14,5,7,17,1,11,3,,
17,17,17,4,17,17,17,1,6,3,17,3,17,2,17,17,17,,
16,7,11,8,12,6,17,2,10,4,16,9,5,3,1,13,15,,
15,17,11,4,9,2,17,17,3,5,10,17,17,7,1,17,8,,
9,17,7,1,2,14,4,12,5,13,6,15,3,10,11,8,16,,
11,12,5,15,8,17,13,2,9,7,14,4,10,3,1,16,6,,
15,5,9,8,14,16,13,1,7,2,10,4,17,6,3,12,11,,
17,17,17,17,17,17,17,1,17,3,17,4,17,17,2,17,17,,
