Precinct,rank1,rank2,rank3,Num cands,Num seats
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Aurin Chowdhury,Luther Ranheim,Nancy Ford,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Nancy Ford,Luther Ranheim,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
MINNEAPOLIS W-12 P-01,Luther Ranheim,skipped,skipped,4,1
