18 1.0
1 2 3 18 6 10 17 12 14 8 7 5 15 9 11 1 13 4 16 0
1 2 3 18 6 11 13 14 9 7 4 16 8 12 1 10 5 15 0
1 2 3 18 6 11 17 12 13 7 4 8 16 9 14 1 10 5 15 0
1 2 3 18 6 11 17 12 14 10 5 4 16 8 9 1 13 7 15 0
1 2 3 18 6 11 17 13 14 5 8 4 16 9 12 1 10 7 15 0
1 2 3 18 6 11 17 13 14 8 7 4 16 9 12 1 10 5 15 0
1 2 3 18 6 12 14 10 16 7 9 4 17 8 13 1 11 5 15 0
1 2 3 18 7 11 17 12 14 5 6 4 15 9 13 1 10 8 16 0
1 2 3 18 7 12 17 9 14 8 10 4 11 6 13 1 15 5 0
1 2 3 18 9 8 17 14 7 5 4 16 10 11 1 12 6 15 0
1 2 4 17 1 15 18 10 13 9 7 6 16 8 12 3 11 5 14 0
1 2 4 18 5 12 17 11 14 8 6 3 7 13 1 9 10 15 0
1 2 6 18 1 5 4 7 8 3 0
1 2 6 18 4 10 17 11 15 8 3 16 5 13 1 7 14 0
1 3 1 18 4 10 17 12 14 7 8 5 16 11 13 2 9 6 15 0
1 3 1 18 4 11 17 13 14 9 6 5 16 7 12 2 10 8 15 0
1 3 1 18 5 7 10 4 9 6 2 11 0
1 3 1 18 5 10 17 12 13 4 8 6 16 9 14 2 11 7 15 0
1 3 2 8 4 14 18 13 12 7 5 10 11 1 9 6 0
1 3 2 15 7 12 17 8 11 4 5 13 9 1 14 6 0
1 3 2 17 4 10 18 11 15 6 8 7 14 9 13 1 12 5 16 0
1 3 2 17 4 11 18 14 13 9 7 5 15 8 12 1 10 6 16 0
1 3 2 17 4 12 18 13 11 9 6 5 16 7 14 1 10 8 15 0
1 3 2 17 5 11 18 12 14 9 8 4 16 6 13 1 10 7 15 0
1 3 2 17 6 13 18 12 14 8 9 7 15 5 10 1 11 4 16 0
1 3 2 18 4 7 16 12 13 8 6 5 17 9 14 1 11 10 15 0
1 3 2 18 4 10 15 11 14 9 5 6 17 8 13 1 12 7 16 0
1 3 2 18 4 10 17 11 14 8 9 5 15 7 13 1 12 6 16 0
1 3 2 18 4 10 17 12 14 9 6 5 16 7 13 1 11 8 15 0
1 3 2 18 4 11 16 10 13 8 7 5 15 6 17 1 12 9 14 0
1 3 2 18 4 11 17 9 14 7 6 15 8 12 1 13 10 16 0
1 3 2 18 4 11 17 10 13 8 6 5 16 9 14 1 12 7 15 0
1 3 2 18 4 11 17 10 14 6 7 5 16 8 13 1 12 9 15 0
1 3 2 18 4 11 17 10 14 8 7 5 16 9 12 1 13 6 15 0
1 3 2 18 4 11 17 12 14 8 5 7 16 6 13 1 10 9 15 0
1 3 2 18 4 11 17 12 14 8 9 5 16 6 13 1 10 7 15 0
1 3 2 18 4 11 17 12 14 9 8 6 16 7 13 1 10 5 15 0
1 3 2 18 4 12 11 9 7 5 8 1 10 6 0
1 3 2 18 4 12 14 13 15 6 9 7 16 11 10 1 5 17 0
1 3 2 18 4 12 17 10 14 9 5 6 16 7 13 1 11 8 15 0
1 3 2 18 4 12 17 11 14 6 9 5 16 8 13 1 10 7 15 0
1 3 2 18 4 12 17 13 14 6 7 5 16 9 11 1 10 8 15 0
1 3 2 18 4 13 17 12 14 7 6 5 16 11 9 1 10 8 15 0
1 3 2 18 4 14 17 12 13 6 7 5 16 9 10 1 8 11 0
1 3 2 18 4 14 17 15 11 5 6 16 12 1 13 0
1 3 2 18 5 11 16 12 14 9 7 4 6 13 1 10 8 15 0
1 3 2 18 5 11 17 9 14 10 7 4 16 6 12 1 13 8 15 0
1 3 2 18 5 11 17 12 14 8 9 4 16 7 13 1 10 6 15 0
1 3 2 18 5 12 16 9 13 8 10 4 17 7 14 1 11 6 15 0
1 3 2 18 5 13 17 12 14 9 7 4 16 8 11 1 10 6 15 0
1 3 2 18 6 10 17 12 14 4 8 7 15 9 13 1 11 5 16 0
1 3 2 18 6 10 17 12 14 9 7 4 15 8 13 1 11 5 16 0
1 3 2 18 6 12 17 10 14 9 8 4 16 7 13 1 11 5 15 0
1 3 2 18 6 12 17 11 14 9 7 4 16 8 13 1 10 5 15 0
1 3 2 18 6 12 17 11 15 9 8 5 13 7 14 1 10 4 16 0
1 3 2 18 6 12 17 13 14 7 5 4 16 9 11 1 10 8 15 0
1 3 2 18 6 12 17 13 14 8 7 5 15 9 11 1 10 4 16 0
1 3 2 18 6 13 16 10 14 9 8 4 15 7 12 1 11 5 17 0
1 3 2 18 6 13 17 11 14 9 8 4 16 5 12 1 10 7 15 0
1 3 4 18 6 10 16 12 15 1 7 5 17 8 13 2 11 9 14 0
1 3 4 18 6 10 17 9 14 8 7 1 13 11 16 2 12 5 15 0
1 4 2 13 3 10 17 9 15 7 16 5 14 8 11 1 12 6 18 0
1 4 2 17 3 12 18 9 15 7 5 6 14 10 13 1 11 8 16 0
1 6 1 17 4 11 18 12 14 7 5 9 16 3 13 2 10 8 15 0
1 18 0
1 18 1 2 0
1 18 1 3 4 5 2 0
0
1.0
2.0
3.0
4.0
5.0
6.0
7.0
8.0
9.0
10.0
11.0
12.0
13.0
14.0
15.0
16.0
17.0
18.0
